ReactionID	ReactionType	CatalystCoreDetail	CatalystCoreGeneric	Ligand	ReagentRaw	ReagentRole	Base	Solvent	Temperature_C	Time_h	Yield_%	ReactantSMILES	ProductSMILES	Reference	CondKey	CondSig	FamSig	RawCAS	RCTName	PROName	RGTName	CATName	SOLName	BASName
31-614-CAS-39355812	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""X-Phos""]"	"[""534-17-8"", ""Cesium carbonate""]"	"[""BASE""]"	"[""Cesium carbonate""]"	"[""123-91-1"", ""1"", ""4-Dioxane""]"	100.0	4.0	85	CNc1ccccc1 . CC(C)(C)OC(=O)c1c(F)c(F)c2c(c1F)C1(OC2=O)c2ccc(OS(=O)(=O)C(F)(F)F)cc2C(C)(C)c2cc(OS(=O)(=O)C(F)(F)F)ccc21	CN(c1ccccc1)c1ccc2c(c1)C(C)(C)c1cc(N(C)c3ccccc3)ccc1C21OC(=O)c2c(F)c(F)c(C(=O)OC(C)(C)C)c(F)c21	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/X-Phos/534-17-8+Cesium carbonate/1+123-91-1+4-Dioxane			RCT: 3036636-30-0 | PRO: 3047887-42-0 | RGT: 534-17-8 | CAT: 51364-51-3 + 564483-18-7 | SOL: 123-91-1	"[""3036636-30-0""]"	"[""3047887-42-0""]"	"[""534-17-8""]"	"[""51364-51-3"", ""564483-18-7""]"	"[""123-91-1""]"	"[""Cesium carbonate""]"
31-614-CAS-39507242	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""534-17-8"", ""Cesium carbonate""]"	"[""BASE""]"	"[""Cesium carbonate""]"	"[""108-88-3"", ""Toluene""]"	110.0	36.0	80	c1ccc2c(c1)Nc1ccccc1O2 . CC(C)(C#N)C1=Nc2ccccc2C(c2ccc(Br)cc2)(C(C)(C)C#N)O1	CC(C)(C#N)C1=Nc2ccccc2C(c2ccc(N3c4ccccc4Oc4ccccc43)cc2)(C(C)(C)C#N)O1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/534-17-8+Cesium carbonate/108-88-3+Toluene			RCT: 110-91-8 + 2758387-12-9 | PRO: 2758387-33-4 | RGT: 534-17-8 | CAT: 3375-31-3 + 131274-22-1 | SOL: 108-88-3	"[""110-91-8"", ""2758387-12-9""]"	"[""2758387-33-4""]"	"[""534-17-8""]"	"[""3375-31-3"", ""131274-22-1""]"	"[""108-88-3""]"	"[""Cesium carbonate""]"
31-614-CAS-39507249	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""534-17-8"", ""Cesium carbonate""]"	"[""BASE""]"	"[""Cesium carbonate""]"	"[""108-88-3"", ""Toluene""]"	110.0	36.0	90	c1ccc2c(c1)[nH]c1ccccc12 . CC(C)(C#N)C1=Nc2ccccc2C(c2ccc(Br)cc2)(C(C)(C)C#N)O1	CC(C)(C#N)C1=Nc2ccccc2C(c2ccc(-n3c4ccccc4c4ccccc43)cc2)(C(C)(C)C#N)O1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/534-17-8+Cesium carbonate/108-88-3+Toluene			RCT: 707-60-8 + 31166-44-6 | PRO: 2771307-49-2 | RGT: 534-17-8 | CAT: 3375-31-3 + 131274-22-1 | SOL: 108-88-3	"[""707-60-8"", ""31166-44-6""]"	"[""2771307-49-2""]"	"[""534-17-8""]"	"[""3375-31-3"", ""131274-22-1""]"	"[""108-88-3""]"	"[""Cesium carbonate""]"
31-614-CAS-39523590	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"		2.0	78	CC1(C)c2ccccc2Nc2ccccc21 . O=C(C=C(O)c1ccccc1)c1ccc(Br)cc1	CC1(C)c2ccccc2N(c2ccc(C(=O)C=C(O)c3ccccc3)cc2)c2ccccc21	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 716-53-0 + 88537-32-0 | PRO: 2983122-64-9 | RGT: 865-48-5 | CAT: 3375-31-3 + 131274-22-1 | SOL: 108-88-3	"[""716-53-0"", ""88537-32-0""]"	"[""2983122-64-9""]"	"[""865-48-5""]"	"[""3375-31-3"", ""131274-22-1""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-39524857	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""2-Dicyclohexylphosphino-2′"", ""6′-dimethoxybiphenyl""]"	"[""865-48-5"", ""7732-18-5"", ""Sodium tert-butoxide"", ""Water""]"	"[""BASE"", ""WORKUP""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	120.0	1.0	80	C1CCNCC1 . Cc1ccnc(Br)c1	Cc1ccnc(N2CCCCC2)c1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/2-Dicyclohexylphosphino-2′+6′-dimethoxybiphenyl/7732-18-5+865-48-5+Sodium tert-butoxide+Water/108-88-3+Toluene			RCT: 108-86-1 + 147081-29-6 | PRO: 1957284-90-0 | RGT: 865-48-5 + 7732-18-5 | CAT: 3375-31-3 + 657408-07-6 | SOL: 108-88-3	"[""108-86-1"", ""147081-29-6""]"	"[""1957284-90-0""]"	"[""865-48-5"", ""7732-18-5""]"	"[""3375-31-3"", ""657408-07-6""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-39524858	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""2-Dicyclohexylphosphino-2′"", ""6′-dimethoxybiphenyl""]"	"[""865-48-5"", ""7732-18-5"", ""Sodium tert-butoxide"", ""Water""]"	"[""BASE"", ""WORKUP""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	120.0	1.0	76	C1CCNCC1 . Cc1ccc(Br)nc1	Cc1ccc(N2CCCCC2)nc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/2-Dicyclohexylphosphino-2′+6′-dimethoxybiphenyl/7732-18-5+865-48-5+Sodium tert-butoxide+Water/108-88-3+Toluene			RCT: 19006-82-7 + 2102409-11-8 | PRO: 3060705-40-7 | RGT: 865-48-5 + 7732-18-5 | CAT: 3375-31-3 + 657408-07-6 | SOL: 108-88-3	"[""19006-82-7"", ""2102409-11-8""]"	"[""3060705-40-7""]"	"[""865-48-5"", ""7732-18-5""]"	"[""3375-31-3"", ""657408-07-6""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-39524859	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""2-Dicyclohexylphosphino-2′"", ""6′-dimethoxybiphenyl""]"	"[""865-48-5"", ""7732-18-5"", ""Sodium tert-butoxide"", ""Water""]"	"[""BASE"", ""WORKUP""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	120.0	1.0	89	C1CCNCC1 . Cc1cccnc1Br	Cc1cccnc1N1CCCCC1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/2-Dicyclohexylphosphino-2′+6′-dimethoxybiphenyl/7732-18-5+865-48-5+Sodium tert-butoxide+Water/108-88-3+Toluene			RCT: 580-13-2 + 88537-32-0 | PRO: 2649111-84-0 | RGT: 865-48-5 + 7732-18-5 | CAT: 3375-31-3 + 657408-07-6 | SOL: 108-88-3	"[""580-13-2"", ""88537-32-0""]"	"[""2649111-84-0""]"	"[""865-48-5"", ""7732-18-5""]"	"[""3375-31-3"", ""657408-07-6""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-39524860	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""2-Dicyclohexylphosphino-2′"", ""6′-dimethoxybiphenyl""]"	"[""865-48-5"", ""7732-18-5"", ""Sodium tert-butoxide"", ""Water""]"	"[""BASE"", ""WORKUP""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	120.0	3.0	62	C1CCNCC1 . Fc1ccc(Br)nc1	Fc1ccc(N2CCCCC2)nc1	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/2-Dicyclohexylphosphino-2′+6′-dimethoxybiphenyl/7732-18-5+865-48-5+Sodium tert-butoxide+Water/108-88-3+Toluene			RCT: 536-89-0 + 3433-80-5 | PRO: 251982-38-4 | RGT: 865-48-5 + 7732-18-5 | CAT: 3375-31-3 + 657408-07-6 | SOL: 108-88-3	"[""536-89-0"", ""3433-80-5""]"	"[""251982-38-4""]"	"[""865-48-5"", ""7732-18-5""]"	"[""3375-31-3"", ""657408-07-6""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-39524862	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""2-Dicyclohexylphosphino-2′"", ""6′-dimethoxybiphenyl""]"	"[""865-48-5"", ""7732-18-5"", ""Sodium tert-butoxide"", ""Water""]"	"[""BASE"", ""WORKUP""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	120.0	1.0	60	C1CCNCC1 . Brc1ccc(Br)nc1	Brc1ccc(N2CCCCC2)nc1	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/2-Dicyclohexylphosphino-2′+6′-dimethoxybiphenyl/7732-18-5+865-48-5+Sodium tert-butoxide+Water/108-88-3+Toluene			RCT: 696-62-8 + 2989981-39-5 | PRO: 148260-92-8 | RGT: 865-48-5 + 7732-18-5 | CAT: 3375-31-3 + 657408-07-6 | SOL: 108-88-3	"[""696-62-8"", ""2989981-39-5""]"	"[""148260-92-8""]"	"[""865-48-5"", ""7732-18-5""]"	"[""3375-31-3"", ""657408-07-6""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-39524863	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""2-Dicyclohexylphosphino-2′"", ""6′-dimethoxybiphenyl""]"	"[""865-48-5"", ""7732-18-5"", ""Sodium tert-butoxide"", ""Water""]"	"[""BASE"", ""WORKUP""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	120.0	1.0	70	Brc1ccccc1 . C1CCNCC1	c1ccc(N2CCCCC2)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/2-Dicyclohexylphosphino-2′+6′-dimethoxybiphenyl/7732-18-5+865-48-5+Sodium tert-butoxide+Water/108-88-3+Toluene			RCT: 108-37-2 + 865805-26-1 | PRO: 3054804-97-3 | RGT: 865-48-5 + 7732-18-5 | CAT: 3375-31-3 + 657408-07-6 | SOL: 108-88-3	"[""108-37-2"", ""865805-26-1""]"	"[""3054804-97-3""]"	"[""865-48-5"", ""7732-18-5""]"	"[""3375-31-3"", ""657408-07-6""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-39596204	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""1"", ""1-Bis(diphenylphosphino)ferrocene""]"	"[""584-08-7"", ""Potassium carbonate""]"	"[""BASE""]"	"[""Potassium carbonate""]"	"[""108-88-3"", ""Toluene""]"		72.0	63	c1ccc2c(c1)Nc1ccccc1O2 . CCOC(=O)c1cc(C(=O)OCC)c(Br)cc1Br	CCOC(=O)c1cc(C(=O)OCC)c(N2c3ccccc3Oc3ccccc32)cc1N1c2ccccc2Oc2ccccc21	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/1+1-Bis(diphenylphosphino)ferrocene/584-08-7+Potassium carbonate/108-88-3+Toluene			RCT: 58259-33-9 + 2604236-39-5 | PRO: 2604236-61-3 | RGT: 584-08-7 | CAT: 12150-46-8 + 51364-51-3 | SOL: 108-88-3	"[""58259-33-9"", ""2604236-39-5""]"	"[""2604236-61-3""]"	"[""584-08-7""]"	"[""12150-46-8"", ""51364-51-3""]"	"[""108-88-3""]"	"[""Potassium carbonate""]"
31-614-CAS-39597723	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	170.0	2.5	50	Clc1c(Br)cccc1Br . C[Si]1(C)c2ccccc2Nc2ccccc21	C[Si]1(C)c2ccccc2N(c2cccc(N3c4ccccc4[Si](C)(C)c4ccccc43)c2Cl)c2ccccc21	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 619-42-1 + 59702-07-7 | PRO: 1890293-33-0 | RGT: 865-48-5 | CAT: 3375-31-3 + 131274-22-1 | SOL: 108-88-3	"[""619-42-1"", ""59702-07-7""]"	"[""1890293-33-0""]"	"[""865-48-5""]"	"[""3375-31-3"", ""131274-22-1""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-39655166	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""BINAP""]"	"[""534-17-8"", ""Cesium carbonate""]"	"[""BASE""]"	"[""Cesium carbonate""]"	"[""123-91-1"", ""1"", ""4-Dioxane""]"	110.0	40.0	70	CCOC(=O)c1cnc(Cl)nc1 . CC(C)(C)OC(=O)NCC1CCNCC1	CCOC(=O)c1cnc(N2CCC(CNC(=O)OC(C)(C)C)CC2)nc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/BINAP/534-17-8+Cesium carbonate/1+123-91-1+4-Dioxane			RCT: 4020-30-8 + 53846-85-8 | PRO: 1865689-04-8 | RGT: 534-17-8 | CAT: 51364-51-3 + 98327-87-8 | SOL: 123-91-1	"[""4020-30-8"", ""53846-85-8""]"	"[""1865689-04-8""]"	"[""534-17-8""]"	"[""51364-51-3"", ""98327-87-8""]"	"[""123-91-1""]"	"[""Cesium carbonate""]"
31-614-CAS-39656462	Buchwald	"[""Bis(dibenzylideneacetone)palladium""]"	"[""Pd""]"	"[""1"", ""1-Bis(diphenylphosphino)ferrocene""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	25.0	24.0	66	Cc1ccc(Nc2ccccn2)cc1 . Brc1cccc(-n2cnc3ccccc32)n1	Cc1ccc(N(c2ccccn2)c2cccc(-n3cnc4ccccc43)n2)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/1+1-Bis(diphenylphosphino)ferrocene/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 612-62-4 + 57260-71-6 | PRO: 890709-17-8 | RGT: 865-48-5 | CAT: 12150-46-8 + 32005-36-0 | SOL: 108-88-3	"[""612-62-4"", ""57260-71-6""]"	"[""890709-17-8""]"	"[""865-48-5""]"	"[""12150-46-8"", ""32005-36-0""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-39721097	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""BINAP""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	95.0	10.0	84	Fc1cc(C(F)(F)F)ccc1Br . CC(C)(C)OC(=O)N1CCNCC1	CC(C)(C)OC(=O)N1CCN(c2ccc(C(F)(F)F)cc2F)CC1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/BINAP/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 18940-21-1 + 1323437-10-0 | PRO: 3028304-59-5 | RGT: 865-48-5 | CAT: 3375-31-3 + 98327-87-8 | SOL: 108-88-3	"[""18940-21-1"", ""1323437-10-0""]"	"[""3028304-59-5""]"	"[""865-48-5""]"	"[""3375-31-3"", ""98327-87-8""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-39734674	Buchwald	"[""Bis(tri-tert-butylphosphine)palladium""]"	"[""Pd""]"	"[""none""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	105.0	24.0	57	Brc1ccc2c(ccc3nc4ccc5cc(Br)ccc5c4nc32)c1 . CC(C)(C)OC(=O)NCc1ccc2c(c1)Sc1ccccc1N2	CC(C)(C)OC(=O)NCc1ccc2c(c1)Sc1ccccc1N2c1ccc2c(ccc3nc4ccc5cc(N6c7ccccc7Sc7cc(CNC(=O)OC(C)(C)C)ccc76)ccc5c4nc32)c1	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/none/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 108-86-1 + 2767214-81-1 | PRO: 2767214-82-2 | RGT: 865-48-5 | CAT: 53199-31-8 | SOL: 108-88-3	"[""108-86-1"", ""2767214-81-1""]"	"[""2767214-82-2""]"	"[""865-48-5""]"	"[""53199-31-8""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-39734675	Buchwald	"[""Bis(tri-tert-butylphosphine)palladium""]"	"[""Pd""]"	"[""none""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	105.0	24.0	59	Brc1ccc2c(ccc3nc4ccc5cc(Br)ccc5c4nc32)c1 . CC(C)(C)OC(=O)NCc1ccc2c(c1)Oc1ccccc1N2	CC(C)(C)OC(=O)NCc1ccc2c(c1)Oc1ccccc1N2c1ccc2c(ccc3nc4ccc5cc(N6c7ccccc7Oc7cc(CNC(=O)OC(C)(C)C)ccc76)ccc5c4nc32)c1	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/none/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 29682-15-3 + 57260-71-6 | PRO: 1354355-85-3 | RGT: 865-48-5 | CAT: 53199-31-8 | SOL: 108-88-3	"[""29682-15-3"", ""57260-71-6""]"	"[""1354355-85-3""]"	"[""865-48-5""]"	"[""53199-31-8""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-39736397	Buchwald	"[""Bis(tri-tert-butylphosphine)palladium""]"	"[""Pd""]"	"[""none""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	80.0	13.0	77	COc1ccc(Br)cc1 . Cl.c1ccc([Si]2(c3ccccc3)CCNCC2)cc1	COc1ccc(N2CC[Si](c3ccccc3)(c3ccccc3)CC2)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/none/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 539-44-6 + 1801415-92-8 | PRO: 3025967-02-3 | RGT: 865-48-5 | CAT: 53199-31-8 | SOL: 108-88-3	"[""539-44-6"", ""1801415-92-8""]"	"[""3025967-02-3""]"	"[""865-48-5""]"	"[""53199-31-8""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-39741440	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""BINAP""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	150.0	6.0	63	C1CNCCN1 . Cc1ccc(Sc2ccccc2I)c(C)c1	Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/BINAP/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 135-67-1 + 915224-50-9 | PRO: 2776048-72-5 | RGT: 865-48-5 | CAT: 51364-51-3 + 98327-87-8 | SOL: 108-88-3	"[""135-67-1"", ""915224-50-9""]"	"[""2776048-72-5""]"	"[""865-48-5""]"	"[""51364-51-3"", ""98327-87-8""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-39742528	Buchwald	"[""Tetrakis(triphenylphosphine)palladium""]"	"[""Pd""]"	"[""BINAP""]"	"[""584-08-7"", ""Potassium carbonate""]"	"[""BASE""]"	"[""Potassium carbonate""]"	"[""75-05-8"", ""Acetonitrile""]"	25.0	14.0	53	C1COCCN1 . C1=CCCC=C1 . Fc1cc(Br)ccc1-c1ccccc1	Cl.Fc1cc([C@@H]2C=C[C@H](N3CCOCC3)CC2)ccc1-c1ccccc1 . Cl.Fc1cc([C@@H]2C=C[C@@H](N3CCOCC3)CC2)ccc1-c1ccccc1	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/BINAP/584-08-7+Potassium carbonate/75-05-8+Acetonitrile			RCT: 100-63-0 + 3433-80-5 | PRO: 3682-71-1 + 7788-69-4 | RGT: 584-08-7 | CAT: 14221-01-3 + 98327-87-8 | SOL: 75-05-8	"[""100-63-0"", ""3433-80-5""]"	"[""3682-71-1"", ""7788-69-4""]"	"[""584-08-7""]"	"[""14221-01-3"", ""98327-87-8""]"	"[""75-05-8""]"	"[""Potassium carbonate""]"
31-614-CAS-39745860	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""865-47-4"", ""Potassium tert-butoxide""]"	"[""BASE""]"	"[""Potassium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	125.0	48.0	65	c1ccc2c(c1)Nc1ccccc1S2 . Cc1cc(N(C(C)C)C(C)C)cc(C)c1Br	Cc1cc(N(C(C)C)C(C)C)cc(C)c1N1c2ccccc2Sc2ccccc21	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/865-47-4+Potassium tert-butoxide/108-88-3+Toluene			RCT: 766-85-8 + 2836325-07-4 | PRO: 2836325-08-5 | RGT: 865-47-4 | CAT: 51364-51-3 + 131274-22-1 | SOL: 108-88-3	"[""766-85-8"", ""2836325-07-4""]"	"[""2836325-08-5""]"	"[""865-47-4""]"	"[""51364-51-3"", ""131274-22-1""]"	"[""108-88-3""]"	"[""Potassium tert-butoxide""]"
31-614-CAS-39746713	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""X-Phos""]"	"[""534-17-8"", ""12125-02-9"", ""Cesium carbonate"", ""Ammonium chloride""]"	"[""BASE"", ""WORKUP""]"	"[""Cesium carbonate""]"	"[""123-91-1"", ""7732-18-5"", ""1"", ""4-Dioxane"", ""Water""]"	100.0	20.0	95	C1COCCN1 . CN(C(=O)c1ccc(Br)cc1)N1CCCC1	CN(C(=O)c1ccc(N2CCOCC2)cc1)N1CCCC1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/X-Phos/12125-02-9+534-17-8+Ammonium chloride+Cesium carbonate/1+123-91-1+4-Dioxane+7732-18-5+Water			RCT: 92-84-2 + 108-86-1 | PRO: 7152-42-3 | RGT: 534-17-8 + 12125-02-9 | CAT: 3375-31-3 + 564483-18-7 | SOL: 123-91-1 + 7732-18-5	"[""92-84-2"", ""108-86-1""]"	"[""7152-42-3""]"	"[""534-17-8"", ""12125-02-9""]"	"[""3375-31-3"", ""564483-18-7""]"	"[""123-91-1"", ""7732-18-5""]"	"[""Cesium carbonate""]"
31-614-CAS-39755830	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""X-Phos""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""75-65-0"", ""tert-Butanol""]"	100.0	24.0	68	C1COCCN1 . CC(C)(C)P(=O)(c1ccccc1-c1ccc(Br)cc1)C(C)(C)C	CC(C)(C)P(=O)(c1ccccc1-c1ccc(N2CCOCC2)cc1)C(C)(C)C	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/X-Phos/865-48-5+Sodium tert-butoxide/75-65-0+tert-Butanol			RCT: 108-86-1 + 1572247-81-4 | PRO: 2847793-42-2 | RGT: 865-48-5 | CAT: 51364-51-3 + 564483-18-7 | SOL: 75-65-0	"[""108-86-1"", ""1572247-81-4""]"	"[""2847793-42-2""]"	"[""865-48-5""]"	"[""51364-51-3"", ""564483-18-7""]"	"[""75-65-0""]"	"[""Sodium tert-butoxide""]"
