ReactionID,ReactionType,CoreDetail,CoreGeneric,Ligand,ReagentRaw,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS,RCTName,PROName,RGTName,CATName,SOLName
31-614-CAS-41880649,Ullmann,"[""Cupric acetate""]","[""Cu(II)""]","[""Tris(2"", ""2-bipyridyl)ruthenium(II) chloride""]","[""Propanoic acid"", ""2"", ""2-dimethyl-"", ""sodium salt (1:1)"", ""Oxygen""]","[""UNK"", ""OX""]","[""Dimethyl sulfoxide""]",25.0,24.0,79,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(II)/2-bipyridyl)ruthenium(II) chloride+Tris(2/2+2-dimethyl-+Oxygen+Propanoic acid+sodium salt (1:1)/Dimethyl sulfoxide,735ff6c0,eb22b526,RCT: 578-95-0 + 580-13-2 | PRO: 1586813-88-8 | RGT: 1184-88-9 + 7782-44-7 | CAT: 142-71-2 + 14323-06-9 | SOL: 67-68-5,"[""578-95-0"", ""580-13-2""]","[""1586813-88-8""]","[""Unresolved CAS 1184-88-9"", ""Oxygen (O2)""]","[""Copper(II) acetate (Cu(OAc)2)"", ""Unresolved CAS 14323-06-9""]","[""DMSO""]"
31-614-CAS-41880650,Ullmann,"[""Cupric acetate""]","[""Cu(II)""]","[""Tris(2"", ""2-bipyridyl)ruthenium(II) chloride""]","[""Propanoic acid"", ""2"", ""2-dimethyl-"", ""sodium salt (1:1)"", ""Oxygen""]","[""UNK"", ""OX""]","[""Dimethyl sulfoxide""]",25.0,24.0,75,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(II)/2-bipyridyl)ruthenium(II) chloride+Tris(2/2+2-dimethyl-+Oxygen+Propanoic acid+sodium salt (1:1)/Dimethyl sulfoxide,735ff6c0,eb22b526,RCT: 591-50-4 + 1074-86-8 | PRO: 1106112-74-6 | RGT: 1184-88-9 + 7782-44-7 | CAT: 142-71-2 + 14323-06-9 | SOL: 67-68-5,"[""591-50-4"", ""1074-86-8""]","[""1106112-74-6""]","[""Unresolved CAS 1184-88-9"", ""Oxygen (O2)""]","[""Copper(II) acetate (Cu(OAc)2)"", ""Unresolved CAS 14323-06-9""]","[""DMSO""]"
31-614-CAS-42041530,Ullmann,"[""Copper""]","[""Cu""]","[""18-Crown-6""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""2-Dichlorobenzene""]",,24.0,80,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/18-Crown-6/Potassium carbonate/1+2-Dichlorobenzene,b689b064,b689b064,RCT: 455-13-0 + 1047-16-1 | PRO: 2408255-84-3 | RGT: 584-08-7 | CAT: 7440-50-8 + 17455-13-9 | SOL: 95-50-1,"[""455-13-0"", ""1047-16-1""]","[""2408255-84-3""]","[""Potassium carbonate (K2CO3)""]","[""Copper (Cu, zero-valent)"", ""Unresolved CAS 17455-13-9""]","[""Unresolved CAS 95-50-1""]"
31-614-CAS-42064359,Ullmann,"[""Copper oxide (Cu2O)""]","[""Cu""]","[""N"", ""N-Tetramethylethylenediamine""]","[""Tripotassium phosphate""]","[""UNK""]","[""1"", ""2-Dichlorobenzene""]",185.0,24.0,99,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/N+N-Tetramethylethylenediamine/Tripotassium phosphate/1+2-Dichlorobenzene,95cadf79,95cadf79,RCT: 1765-93-1 + 874801-60-2 | PRO: 1395225-30-5 | RGT: 7778-53-2 | CAT: 110-18-9 + 1317-39-1 | SOL: 95-50-1,"[""1765-93-1"", ""874801-60-2""]","[""1395225-30-5""]","[""Tripotassium phosphate (K3PO4)""]","[""Unresolved CAS 110-18-9"", ""Copper(I) oxide (Cu2O)""]","[""Unresolved CAS 95-50-1""]"
31-614-CAS-42065687,Ullmann,"[""Copper oxide (Cu2O)""]","[""Cu""]","[""none""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",120.0,24.0,95,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Cesium carbonate/Dimethylformamide,21a760ad,21a760ad,RCT: 529-20-4 + 15310-01-7 | PRO: 284465-80-1 | RGT: 534-17-8 | CAT: 1317-39-1 | SOL: 68-12-2,"[""529-20-4"", ""15310-01-7""]","[""284465-80-1""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) oxide (Cu2O)""]","[""DMF""]"
31-614-CAS-42065701,Ullmann,"[""Copper oxide (Cu2O)""]","[""Cu""]","[""none""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",120.0,24.0,85,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Cesium carbonate/Dimethylformamide,21a760ad,21a760ad,RCT: 108-26-9 + 66003-76-7 | PRO: 89-25-8 | RGT: 534-17-8 | CAT: 1317-39-1 | SOL: 68-12-2,"[""108-26-9"", ""66003-76-7""]","[""89-25-8""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) oxide (Cu2O)""]","[""DMF""]"
31-614-CAS-42065999,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",100.0,24.0,84,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate/Dimethyl sulfoxide,95eb04af,95eb04af,RCT: 3652-90-2 + 20651-67-6 | PRO: 3060406-29-0 | RGT: 584-08-7 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""3652-90-2"", ""20651-67-6""]","[""3060406-29-0""]","[""Potassium carbonate (K2CO3)""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-42088096,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium acetate""]","[""UNK""]","[""Acetonitrile""]",80.0,6.0,72,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium acetate/Acetonitrile,1c7cc4af,1c7cc4af,RCT: 108-86-1 + 3066705-63-0 | PRO: 3066705-54-9 | RGT: 127-08-2 | CAT: 7681-65-4 | SOL: 75-05-8,"[""108-86-1"", ""3066705-63-0""]","[""3066705-54-9""]","[""Potassium acetate (KOAc)""]","[""Copper(I) iodide (CuI)""]","[""Acetonitrile""]"
31-614-CAS-42120041,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""Pyridine""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",120.0,10.0,80,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/Pyridine/Potassium carbonate/Dimethylformamide,bebc16b8,bebc16b8,RCT: 110-91-8 + 5471-96-5 | PRO: 556027-80-6 | RGT: 584-08-7 | CAT: 110-86-1 + 7681-65-4 | SOL: 68-12-2,"[""110-91-8"", ""5471-96-5""]","[""556027-80-6""]","[""Potassium carbonate (K2CO3)""]","[""Unresolved CAS 110-86-1"", ""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-42120045,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""Pyridine""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",120.0,13.0,84,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/Pyridine/Potassium carbonate/Dimethylformamide,bebc16b8,bebc16b8,RCT: 420-04-2 + 852686-98-7 | PRO: 3065510-15-5 | RGT: 584-08-7 | CAT: 110-86-1 + 7681-65-4 | SOL: 68-12-2,"[""420-04-2"", ""852686-98-7""]","[""3065510-15-5""]","[""Potassium carbonate (K2CO3)""]","[""Unresolved CAS 110-86-1"", ""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-42202542,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium carbonate"", ""Water; rt""]","[""BASE"", ""WORKUP""]","[""Toluene""]",25.0,10.0,75,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium carbonate+Water; rt/Toluene,a7372c30,a7372c30,RCT: 14521-80-3 + 1011711-52-6 | PRO: 3048634-24-5 | RGT: 584-08-7 + 7732-18-5 | CAT: 7681-65-4 | SOL: 108-88-3,"[""14521-80-3"", ""1011711-52-6""]","[""3048634-24-5""]","[""Potassium carbonate (K2CO3)"", ""Water""]","[""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-42275907,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1"", ""10-Phenanthroline""]","[""Potassium hydroxide""]","[""BASE""]","[""1"", ""2-Dimethoxyethane"", ""Water""]",95.0,,84,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1+10-Phenanthroline/Potassium hydroxide/1+2-Dimethoxyethane+Water,95b1bfc4,95b1bfc4,RCT: 288-13-1 + 824-21-5 + 1142-19-4 | PRO: 3032481-31-2 | RGT: 1310-58-3 | CAT: 66-71-7 + 7681-65-4 | SOL: 110-71-4 + 7732-18-5,"[""288-13-1"", ""824-21-5"", ""1142-19-4""]","[""3032481-31-2""]","[""Potassium hydroxide (KOH)""]","[""1,10-Phenanthroline"", ""Copper(I) iodide (CuI)""]","[""DME"", ""Water""]"
31-614-CAS-42372618,Ullmann,"[""Copper oxide (Cu2O)""]","[""Cu""]","[""none""]",[],[],"[""Dimethylacetamide""]",160.0,16.0,87,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/none/Dimethylacetamide,340e1292,340e1292,RCT: 288-32-4 + 23703-22-2 | PRO: 3070124-05-6 | CAT: 1317-39-1 | SOL: 127-19-5,"[""Unresolved CAS 288-32-4"", ""23703-22-2""]","[""3070124-05-6""]",[],"[""Copper(I) oxide (Cu2O)""]","[""DMAc""]"
31-614-CAS-42372620,Ullmann,"[""Copper oxide (Cu2O)""]","[""Cu""]","[""none""]",[],[],"[""Dimethylacetamide""]",160.0,24.0,92,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/none/Dimethylacetamide,340e1292,340e1292,RCT: 2131197-00-5 + 3055538-91-2 | PRO: 3065068-02-9 | CAT: 1317-39-1 | SOL: 127-19-5,"[""2131197-00-5"", ""3055538-91-2""]","[""3065068-02-9""]",[],"[""Copper(I) oxide (Cu2O)""]","[""DMAc""]"
31-614-CAS-42413568,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N"", ""N-Dimethylethylenediamine""]","[""Tripotassium phosphate""]","[""UNK""]","[""Toluene""]",120.0,20.0,76,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/N+N-Dimethylethylenediamine/Tripotassium phosphate/Toluene,5cc6e027,5cc6e027,RCT: 288-13-1 + 882-33-7 + 99848-88-1 | PRO: 3027054-10-7 | RGT: 7778-53-2 | CAT: 110-70-3 + 7681-65-4 | SOL: 108-88-3,"[""288-13-1"", ""882-33-7"", ""99848-88-1""]","[""3027054-10-7""]","[""Tripotassium phosphate (K3PO4)""]","[""N,N'-Dimethylethylenediamine (DMEDA)"", ""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-42413833,Ullmann,"[""Copper oxide (Cu2O)""]","[""Cu""]","[""N1"", ""N2-Bis(2-furanylmethyl)ethanediamide""]","[""Tripotassium phosphate""]","[""UNK""]","[""Dimethyl sulfoxide""]",120.0,24.167,75,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/N1+N2-Bis(2-furanylmethyl)ethanediamide/Tripotassium phosphate/Dimethyl sulfoxide,503f7d21,503f7d21,RCT: 109-77-3 + 685121-21-5 | PRO: 2999684-35-2 | RGT: 7778-53-2 | CAT: 1317-39-1 + 69010-90-8 | SOL: 67-68-5,"[""109-77-3"", ""685121-21-5""]","[""2999684-35-2""]","[""Tripotassium phosphate (K3PO4)""]","[""Copper(I) oxide (Cu2O)"", ""Unresolved CAS 69010-90-8""]","[""DMSO""]"
31-614-CAS-42413846,Ullmann,"[""Copper oxide (Cu2O)""]","[""Cu""]","[""N1"", ""N2-Bis(2-furanylmethyl)ethanediamide""]","[""Tripotassium phosphate""]","[""UNK""]","[""Dimethyl sulfoxide""]",120.0,1805.167,80,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/N1+N2-Bis(2-furanylmethyl)ethanediamide/Tripotassium phosphate/Dimethyl sulfoxide,503f7d21,503f7d21,RCT: 91-21-4 + 591-50-4 | PRO: 3340-78-1 | RGT: 7778-53-2 | CAT: 1317-39-1 + 69010-90-8 | SOL: 67-68-5,"[""91-21-4"", ""591-50-4""]","[""3340-78-1""]","[""Tripotassium phosphate (K3PO4)""]","[""Copper(I) oxide (Cu2O)"", ""Unresolved CAS 69010-90-8""]","[""DMSO""]"
31-614-CAS-42420843,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Triethylamine""]","[""BASE""]","[""Acetonitrile""]",25.0,5.167,77,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Triethylamine/Acetonitrile,6a0aaf40,6a0aaf40,RCT: 128140-82-9 + 3056570-09-0 | PRO: 3056568-72-7 | RGT: 121-44-8 | CAT: 7681-65-4 | SOL: 75-05-8,"[""128140-82-9"", ""3056570-09-0""]","[""3056568-72-7""]","[""Triethylamine (NEt3)""]","[""Copper(I) iodide (CuI)""]","[""Acetonitrile""]"
31-614-CAS-42420844,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Triethylamine""]","[""BASE""]","[""Acetonitrile""]",25.0,5.167,85,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Triethylamine/Acetonitrile,6a0aaf40,6a0aaf40,RCT: 109-77-3 + 924660-44-6 | PRO: 2999684-31-8 | RGT: 121-44-8 | CAT: 7681-65-4 | SOL: 75-05-8,"[""109-77-3"", ""924660-44-6""]","[""2999684-31-8""]","[""Triethylamine (NEt3)""]","[""Copper(I) iodide (CuI)""]","[""Acetonitrile""]"
31-614-CAS-42420845,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Triethylamine""]","[""BASE""]","[""Acetonitrile""]",25.0,5.167,83,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Triethylamine/Acetonitrile,6a0aaf40,6a0aaf40,RCT: 123640-41-5 + 955368-90-8 | PRO: 2924006-21-1 | RGT: 121-44-8 | CAT: 7681-65-4 | SOL: 75-05-8,"[""123640-41-5"", ""955368-90-8""]","[""2924006-21-1""]","[""Triethylamine (NEt3)""]","[""Copper(I) iodide (CuI)""]","[""Acetonitrile""]"
31-614-CAS-42420846,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Triethylamine""]","[""BASE""]","[""Acetonitrile""]",25.0,5.167,76,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Triethylamine/Acetonitrile,6a0aaf40,6a0aaf40,RCT: 100-63-0 + 109-77-3 + 459-57-4 | PRO: 1017689-97-2 | RGT: 121-44-8 | CAT: 7681-65-4 | SOL: 75-05-8,"[""100-63-0"", ""109-77-3"", ""459-57-4""]","[""1017689-97-2""]","[""Triethylamine (NEt3)""]","[""Copper(I) iodide (CuI)""]","[""Acetonitrile""]"
31-614-CAS-42420847,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Triethylamine""]","[""BASE""]","[""Acetonitrile""]",25.0,8.167,80,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Triethylamine/Acetonitrile,6a0aaf40,6a0aaf40,RCT: 420-04-2 + 58494-94-3 | PRO: 3065510-13-3 | RGT: 121-44-8 | CAT: 7681-65-4 | SOL: 75-05-8,"[""420-04-2"", ""58494-94-3""]","[""3065510-13-3""]","[""Triethylamine (NEt3)""]","[""Copper(I) iodide (CuI)""]","[""Acetonitrile""]"
31-614-CAS-42420848,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Triethylamine""]","[""BASE""]","[""Acetonitrile""]",25.0,5.167,75,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Triethylamine/Acetonitrile,6a0aaf40,6a0aaf40,RCT: 626-55-1 + 1260382-16-8 | PRO: 3048634-10-9 | RGT: 121-44-8 | CAT: 7681-65-4 | SOL: 75-05-8,"[""626-55-1"", ""1260382-16-8""]","[""3048634-10-9""]","[""Triethylamine (NEt3)""]","[""Copper(I) iodide (CuI)""]","[""Acetonitrile""]"
31-614-CAS-42420849,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Triethylamine""]","[""BASE""]","[""Acetonitrile""]",25.0,5.167,81,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Triethylamine/Acetonitrile,6a0aaf40,6a0aaf40,RCT: 103-67-3 + 111079-18-6 + 536-74-3 | PRO: 3055050-32-0 | RGT: 121-44-8 | CAT: 7681-65-4 | SOL: 75-05-8,"[""103-67-3"", ""111079-18-6"", ""536-74-3""]","[""3055050-32-0""]","[""Triethylamine (NEt3)""]","[""Copper(I) iodide (CuI)""]","[""Acetonitrile""]"
31-614-CAS-42420850,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Triethylamine""]","[""BASE""]","[""Acetonitrile""]",25.0,5.167,79,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Triethylamine/Acetonitrile,6a0aaf40,6a0aaf40,RCT: 870-46-2 + 120363-13-5 | PRO: 3051737-08-4 | RGT: 121-44-8 | CAT: 7681-65-4 | SOL: 75-05-8,"[""870-46-2"", ""120363-13-5""]","[""3051737-08-4""]","[""Triethylamine (NEt3)""]","[""Copper(I) iodide (CuI)""]","[""Acetonitrile""]"
31-614-CAS-42420851,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Triethylamine""]","[""BASE""]","[""Acetonitrile""]",25.0,5.167,93,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Triethylamine/Acetonitrile,6a0aaf40,6a0aaf40,RCT: 109-04-6 + 1185313-24-9 | PRO: 3026165-73-8 | RGT: 121-44-8 | CAT: 7681-65-4 | SOL: 75-05-8,"[""109-04-6"", ""1185313-24-9""]","[""3026165-73-8""]","[""Triethylamine (NEt3)""]","[""Copper(I) iodide (CuI)""]","[""Acetonitrile""]"
31-614-CAS-42420853,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Triethylamine""]","[""BASE""]","[""Acetonitrile""]",25.0,5.167,76,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Triethylamine/Acetonitrile,6a0aaf40,6a0aaf40,RCT: 772-49-6 + 57260-71-6 | PRO: 1121600-03-0 | RGT: 121-44-8 | CAT: 7681-65-4 | SOL: 75-05-8,"[""772-49-6"", ""57260-71-6""]","[""1121600-03-0""]","[""Triethylamine (NEt3)""]","[""Copper(I) iodide (CuI)""]","[""Acetonitrile""]"
31-614-CAS-42420854,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Triethylamine""]","[""BASE""]","[""Acetonitrile""]",25.0,5.167,78,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Triethylamine/Acetonitrile,6a0aaf40,6a0aaf40,RCT: 1008-30-6 + 3016307-33-5 | PRO: 3030893-17-2 | RGT: 121-44-8 | CAT: 7681-65-4 | SOL: 75-05-8,"[""1008-30-6"", ""3016307-33-5""]","[""3030893-17-2""]","[""Triethylamine (NEt3)""]","[""Copper(I) iodide (CuI)""]","[""Acetonitrile""]"
31-614-CAS-42420856,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Triethylamine""]","[""BASE""]","[""Acetonitrile""]",25.0,5.167,72,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Triethylamine/Acetonitrile,6a0aaf40,6a0aaf40,RCT: 109-97-7 + 205384-30-1 | PRO: 307553-45-3 | RGT: 121-44-8 | CAT: 7681-65-4 | SOL: 75-05-8,"[""109-97-7"", ""205384-30-1""]","[""307553-45-3""]","[""Triethylamine (NEt3)""]","[""Copper(I) iodide (CuI)""]","[""Acetonitrile""]"
31-614-CAS-42420859,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Triethylamine""]","[""BASE""]","[""Acetonitrile""]",25.0,5.167,81,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Triethylamine/Acetonitrile,6a0aaf40,6a0aaf40,RCT: 15988-11-1 + 16518-62-0 | PRO: 2366199-64-4 | RGT: 121-44-8 | CAT: 7681-65-4 | SOL: 75-05-8,"[""15988-11-1"", ""16518-62-0""]","[""2366199-64-4""]","[""Triethylamine (NEt3)""]","[""Copper(I) iodide (CuI)""]","[""Acetonitrile""]"
31-614-CAS-42506476,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N"", ""N-Dimethylethylenediamine""]","[""Tripotassium phosphate""]","[""UNK""]","[""Toluene""]",120.0,24.0,76,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/N+N-Dimethylethylenediamine/Tripotassium phosphate/Toluene,5cc6e027,5cc6e027,RCT: 108-26-9 + 139139-81-4 | PRO: 3026439-14-2 | RGT: 7778-53-2 | CAT: 110-70-3 + 7681-65-4 | SOL: 108-88-3,"[""108-26-9"", ""139139-81-4""]","[""3026439-14-2""]","[""Tripotassium phosphate (K3PO4)""]","[""N,N'-Dimethylethylenediamine (DMEDA)"", ""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-42512880,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1"", ""2-Diaminocyclohexane""]","[""Tripotassium phosphate""]","[""UNK""]","[""Toluene""]",90.0,24.0,75,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1+2-Diaminocyclohexane/Tripotassium phosphate/Toluene,ad7ce3c2,ad7ce3c2,RCT: 106-41-2 + 1011711-52-6 | PRO: 3048634-18-7 | RGT: 7778-53-2 | CAT: 694-83-7 + 7681-65-4 | SOL: 108-88-3,"[""106-41-2"", ""1011711-52-6""]","[""3048634-18-7""]","[""Tripotassium phosphate (K3PO4)""]","[""Unresolved CAS 694-83-7"", ""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-42513221,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",25.0,24.0,89,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Cesium carbonate/Dimethylformamide,646878c1,646878c1,RCT: 591-50-4 + 2703-17-5 | PRO: 85111-36-0 | RGT: 534-17-8 | CAT: 7681-65-4 | SOL: 68-12-2,"[""591-50-4"", ""2703-17-5""]","[""85111-36-0""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-42667944,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",120.0,16.0,95,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Cesium carbonate/Dimethylformamide,646878c1,646878c1,RCT: 288-32-4 + 591-50-4 | PRO: 7164-98-9 | RGT: 534-17-8 | CAT: 7681-65-4 | SOL: 68-12-2,"[""Unresolved CAS 288-32-4"", ""591-50-4""]","[""7164-98-9""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-42667950,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",120.0,16.0,95,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Cesium carbonate/Dimethylformamide,646878c1,646878c1,RCT: 100-63-0 + 109-77-3 + 141-97-9 + 459-57-4 | PRO: 82805-68-3 | RGT: 534-17-8 | CAT: 7681-65-4 | SOL: 68-12-2,"[""100-63-0"", ""109-77-3"", ""141-97-9"", ""459-57-4""]","[""82805-68-3""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-42667958,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",120.0,16.0,95,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Cesium carbonate/Dimethylformamide,646878c1,646878c1,RCT: 120-72-9 + 591-50-4 | PRO: 16096-33-6 | RGT: 534-17-8 | CAT: 7681-65-4 | SOL: 68-12-2,"[""120-72-9"", ""591-50-4""]","[""16096-33-6""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-42726951,Ullmann,"[""Copper sulfate; 48 h""]","[""Cu""]","[""rt  150 C""]","[""Potassium carbonate""]","[""BASE""]",[],150.0,48.0,87,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/rt  150 C/Potassium carbonate/none,8898a8da,8898a8da,RCT: 100-52-7 + 163064-50-4 | PRO: 3034094-91-9 | RGT: 584-08-7 | CAT: 7758-98-7,"[""100-52-7"", ""163064-50-4""]","[""3034094-91-9""]","[""Potassium carbonate (K2CO3)""]","[""Copper(II) sulfate (CuSO4)""]",[]
